relative_path,source_file,page,page_count,char_count,reason,diagnosis,recommended_action,image_count,image_info_count,text_blocks,image_blocks,drawings,image_coverage,max_image_coverage,text_preview
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,24,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,25,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,26,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,10,10,0,10,0,1.0,1.0,
20230620_np_dpid_dm34.pdf,20230620_np_dpid_dm34.pdf,2,34,4,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,2,0,0,0.0,0.0,2/34
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,1,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,5,5,0,5,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,2,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,3,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,4,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,5,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,6,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,7,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,8,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,9,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,10,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,11,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,20230713_NP_DC-DIRISI-BAR_403964-PV-BILATERALE-TECHNIQUE-CICOS-DIRISI-09311385.pdf,12,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20231220_Vocabulaire militaire français-anglais.pdf,20231220_Vocabulaire militaire français-anglais.pdf,48,217,7,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,1,1,4,1,0,0.327,0.327,Page 48
20231222_NP_DMCA Bilan de l'année 2023.pdf,20231222_NP_DMCA Bilan de l'année 2023.pdf,1,4,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,4,4,0,4,0,1.0,1.0,
20231222_NP_DMCA Bilan de l'année 2023.pdf,20231222_NP_DMCA Bilan de l'année 2023.pdf,2,4,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20231222_NP_DMCA Bilan de l'année 2023.pdf,20231222_NP_DMCA Bilan de l'année 2023.pdf,3,4,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20231222_NP_DMCA Bilan de l'année 2023.pdf,20231222_NP_DMCA Bilan de l'année 2023.pdf,4,4,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,4,4,0,4,0,1.0,1.0,
20250207_NP_SGDSN_VIGINUM_Rapport menace informationnelle IA_VF.pdf,20250207_NP_SGDSN_VIGINUM_Rapport menace informationnelle IA_VF.pdf,1,28,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,1,0,0,1.0,1.012,
20250507_TLP-CLEAR_NP_SGDSN_VIGINUM_Rapport technique_Storm-1516.pdf,20250507_TLP-CLEAR_NP_SGDSN_VIGINUM_Rapport technique_Storm-1516.pdf,1,41,9,too_few_text_chars,page_number_or_tiny_text_plus_full_page_image,OCR page render; keep existing tiny text only as metadata,1,1,3,0,1,1.0,1.031,TLP:CLEAR
20250612_TLP-CLEAR_VIGINUM_FCDO_EEAS_Rapport_Technique_African_Initiative_FR.pdf,20250612_TLP-CLEAR_VIGINUM_FCDO_EEAS_Rapport_Technique_African_Initiative_FR.pdf,1,51,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,2,0,0,1.0,1.009,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,2,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,1,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,5,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,3,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,8,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,1,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,9,104,14,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,0,1,2,1,1,0.01,0.01,INTRODUCTION .
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,12,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,1,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,36,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,1,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,46,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,1,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,58,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,2,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,64,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,4,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,72,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,1,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,76,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,2,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,86,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,1,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,87,104,19,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,0,1,2,1,1,0.126,0.126,3 VOIES   ET MOYENS
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,102,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,20,0,0,0.0,0.0,
20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,20250713_NP_SGDSN_Actualisation_2025_RNS_FR.pdf,103,104,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,4,0,0,0.0,0.0,
20260122_NP_TLP-CLEAR_SGDSN_VIGINUM_MOI.pdf,20260122_NP_TLP-CLEAR_SGDSN_VIGINUM_MOI.pdf,1,14,12,too_few_text_chars,page_number_or_tiny_text_plus_full_page_image,OCR page render; keep existing tiny text only as metadata,1,1,4,0,1,0.998,0.998,1  TLP:CLEAR
20260129_SNC-FR.pdf,20260129_SNC-FR.pdf,2,36,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
20260129_SNC-FR.pdf,20260129_SNC-FR.pdf,4,36,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,2,0,0,0.0,0.0,
20260129_SNC-FR.pdf,20260129_SNC-FR.pdf,6,36,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
20260129_SNC-FR.pdf,20260129_SNC-FR.pdf,12,36,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,2,0,0,0.0,0.0,
20260129_SNC-FR.pdf,20260129_SNC-FR.pdf,16,36,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,3,0,0,0.0,0.0,
20260129_SNC-FR.pdf,20260129_SNC-FR.pdf,20,36,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,2,0,0,0.0,0.0,
20260129_SNC-FR.pdf,20260129_SNC-FR.pdf,30,36,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,2,0,0,0.0,0.0,
20260129_SNC-FR.pdf,20260129_SNC-FR.pdf,33,36,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,3,0,0,0.0,0.0,
20260129_SNC-FR.pdf,20260129_SNC-FR.pdf,34,36,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,3,0,0,0.0,0.0,
20260129_SNC-FR.pdf,20260129_SNC-FR.pdf,35,36,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,3,0,0,0.0,0.0,
Af2i-Guide-Defense-2023-DIGITAL.pdf,Af2i-Guide-Defense-2023-DIGITAL.pdf,2,42,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
Af2i-Guide-Defense-2023-DIGITAL.pdf,Af2i-Guide-Defense-2023-DIGITAL.pdf,40,42,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
Af2i-Guide-Defense-2023-DIGITAL.pdf,Af2i-Guide-Defense-2023-DIGITAL.pdf,41,42,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
Bilan activité SHD 2022.pdf,Bilan activité SHD 2022.pdf,26,55,6,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,3,3,6,3,2,0.093,0.037,Pg. 24
Bilan activité SHD 2022.pdf,Bilan activité SHD 2022.pdf,52,55,6,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,1,1,4,1,2,0.217,0.217,Pg. 50
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,1,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,77,89,0,89,256,0.074,0.022,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,2,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,4,0,4,11,0.001,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,3,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,4,0,4,207,0.002,0.001,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,4,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,2,0,2,45,0.014,0.009,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,5,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,2,0,2,44,0.013,0.009,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,6,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,10,0,10,47,0.036,0.013,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,7,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,3,0,3,60,0.017,0.008,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,8,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,4,0,4,73,0.025,0.013,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,9,28,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,65,0.0,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,10,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,6,0,6,57,0.022,0.008,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,11,28,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,48,0.0,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,12,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,1,4,0,3,41,0.202,0.186,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,13,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,1,1,0,0,45,0.236,0.236,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,14,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,1,1,0,0,31,0.207,0.207,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,15,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,1,1,0,0,33,0.239,0.239,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,16,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,1,1,0,1,29,0.233,0.233,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,17,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,2,0,2,45,0.009,0.009,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,18,28,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,48,0.0,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,19,28,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,52,0.0,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,20,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,2,0,2,85,0.011,0.01,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,21,28,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,60,0.0,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,22,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,2,0,2,60,0.008,0.007,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,23,28,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,51,0.0,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,24,28,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,63,0.0,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,25,28,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,9,0.0,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,26,28,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,97,0.0,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,27,28,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,84,0.0,0.0,
CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,CDSE_VIGINUM_Guide_sensibilisation_entreprises_FR_12-25.pdf,28,28,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,4,5,0,5,3,0.014,0.004,
COLSbleus_3126_PDFweb_PAGE.pdf,COLSbleus_3126_PDFweb_PAGE.pdf,8,68,17,too_few_text_chars,page_number_or_tiny_text_plus_full_page_image,OCR page render; keep existing tiny text only as metadata,2,2,1,0,1,1.0,1.007,© A. LEDAUPHIN/MN
COLSbleus_3126_PDFweb_PAGE.pdf,COLSbleus_3126_PDFweb_PAGE.pdf,22,68,17,too_few_text_chars,page_number_or_tiny_text_plus_full_page_image,OCR page render; keep existing tiny text only as metadata,1,1,1,0,0,1.0,1.006,© J. BELLENAND/MN
COLSbleus_3126_PDFweb_PAGE.pdf,COLSbleus_3126_PDFweb_PAGE.pdf,40,68,14,too_few_text_chars,page_number_or_tiny_text_plus_full_page_image,OCR page render; keep existing tiny text only as metadata,1,1,1,0,0,1.0,1.007,© R. MARTIN/MN
COLSbleus_3126_PDFweb_PAGE.pdf,COLSbleus_3126_PDFweb_PAGE.pdf,46,68,17,too_few_text_chars,page_number_or_tiny_text_plus_full_page_image,OCR page render; keep existing tiny text only as metadata,1,1,1,0,0,1.0,1.007,© J. BELLENAND/MN
COLSbleus_3126_PDFweb_PAGE.pdf,COLSbleus_3126_PDFweb_PAGE.pdf,68,68,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,2,23,1.0,0.92,
Calepin des entreprises international 2026 VA.pdf,Calepin des entreprises international 2026 VA.pdf,3,226,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
Calepin des entreprises international 2026 VA.pdf,Calepin des entreprises international 2026 VA.pdf,5,226,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
Calepin des entreprises international 2026 VA.pdf,Calepin des entreprises international 2026 VA.pdf,221,226,9,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,2,0,4,0.0,0.0,220 NOTES
Calepin des entreprises international 2026 VA.pdf,Calepin des entreprises international 2026 VA.pdf,222,226,9,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,2,0,4,0.0,0.0,221 NOTES
Calepin des entreprises international 2026 VA.pdf,Calepin des entreprises international 2026 VA.pdf,223,226,9,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,2,0,4,0.0,0.0,222 NOTES
Calepin des entreprises international 2026 VA.pdf,Calepin des entreprises international 2026 VA.pdf,224,226,9,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,2,0,4,0.0,0.0,223 NOTES
Calepin des entreprises international 2026 VF.pdf,Calepin des entreprises international 2026 VF.pdf,3,226,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
Calepin des entreprises international 2026 VF.pdf,Calepin des entreprises international 2026 VF.pdf,221,226,9,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,2,0,4,0.0,0.0,220 NOTES
Calepin des entreprises international 2026 VF.pdf,Calepin des entreprises international 2026 VF.pdf,222,226,9,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,2,0,4,0.0,0.0,221 NOTES
Calepin des entreprises international 2026 VF.pdf,Calepin des entreprises international 2026 VF.pdf,223,226,9,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,2,0,4,0.0,0.0,222 NOTES
Calepin des entreprises international 2026 VF.pdf,Calepin des entreprises international 2026 VF.pdf,224,226,9,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,2,0,4,0.0,0.0,223 NOTES
Chiffres clés de la Défense - 2024 FR.pdf,Chiffres clés de la Défense - 2024 FR.pdf,2,34,1,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,1,0,1,0.0,0.0,2
Chiffres clés données 2022_TDM_v0_260224.pdf,Chiffres clés données 2022_TDM_v0_260224.pdf,1,14,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,5,5,0,5,9,0.254,0.085,
Chiffres clés données 2022_TDM_v0_260224.pdf,Chiffres clés données 2022_TDM_v0_260224.pdf,2,14,15,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,3,3,8,3,20,0.081,0.029,       
